대분류코드,사업자등록번호,순번,특허명칭,IPC코드내용,출원인명,출원번호,특허명,출원날짜,CPC번호,인용수,피인용수,발명자수,청구항수
G,1274000005,3,"디자인 킷을 이용한 업무 협업을 위한 방법, 시스템, 및 비일시적인 컴퓨터 판독가능한 기록 매체",G06F-008/38,네이버클라우드 주***,1020220127236,,,,0.0,0.0,0.0,0.0
G,1274000005,4,"이미지 기반 컨텐츠의 개인화 추천을 위한 방법, 시스템, 및 비일시적인 컴퓨터 판독가능한 기록 매체",G06Q-050/10,네이버웹툰 유***,1020220114100,,,,0.0,0.0,0.0,0.0
G,1274000005,5,서비스 어플리케이션과 연계하여 서비스를 제공하는 로봇을 제어하는 방법 및 클라우드 서버,B25J-013/00,네이버랩스 주***,1020220111994,,,,0.0,0.0,0.0,0.0
G,1274000005,6,로봇의 승하차의 안전과 효율을 담보하는 엘리베이터 도어 제어를 위한 시스템을 포함하는 건물,B66B-003/00,네이버랩스 주***,1020220106831,,,,0.0,0.0,0.0,0.0
G,1274000005,7,인터넷 만화 컨텐츠에 대해 음원을 제공하는 방법과 시스템 및 기록 매체,G06F-016/64,네이버웹툰 유***,1020220105443,,,,0.0,0.0,0.0,0.0
G,1274000005,8,스탠드형 스마트 리딩 기기 및 그 제어 방법,G06V-010/10,라인 가부시키***,1020220098434,,,,0.0,0.0,0.0,0.0
G,1274000005,9,인공지능 기반 상품 추천 방법 및 그 시스템,G06N-020/00,네이버 주***,1020220093215,,,,0.0,0.0,0.0,0.0
G,1274000005,10,"음성 파일에 대한 텍스트 변환 기록과 메모를 함께 관리하는 방법, 시스템, 및 컴퓨터 판독가능한 기록 매체",G10L-015/26,라인 가부시키***,1020220092452,,,,0.0,0.0,0.0,0.0
G,5382500007,1,랜덤액세스형 메모리 회로 및 메모리 시스템,G11C-013/00,고쿠리츠 다이가꾸 호우진 시즈오까 다***,1020227026466,,,,0.0,0.0,0.0,0.0
G,5382500007,2,입출력신호 간의 전기적 절연장치,H03F-003/08,주식회사 우***,1020220077304,,,,0.0,0.0,0.0,0.0
G,5382500007,3,"가교 고분자 화합물 및 그 제조 방법, 흡수성 물품, 종이 기저귀, 생리용품, 처리 용기 및 처리 방법",C08F-220/06,각고우호우진 가나가와 다***,1020227021449,,,,0.0,0.0,0.0,0.0
G,5382500007,4,전사지,,이**,3020220025141,,,,0.0,0.0,0.0,0.0
G,5382500007,5,방사선 촬상 장치,G01T-001/208,안씬 가부시키***,1020227017599,,,,0.0,0.0,0.0,0.0
G,5382500007,6,신규 퀴노이드형 비티오펜 화합물 및 근적외 흡수 색소,C07F-007/30,코우리츠 다이가꾸 호우진 ***,1020220036920,,,,0.0,0.0,0.0,0.0
G,5382500007,7,가방용 벨트 체결 버클,,주식회사 우진프***,3020220010370,,,,0.0,0.0,0.0,0.0
G,5382500007,8,호퍼 집진 장치,B65B-069/00,주식회사***,1020220033271,,,,0.0,0.0,0.0,0.0
G,5382500007,9,방사선 검출기 및 이를 포함한 방사선 촬상 장치,G01T-001/24,안씬 가부시키***,1020227008795,,,,0.0,0.0,0.0,0.0
G,5382500007,10,펜던트,,우**,3020220009486,,,,0.0,0.0,0.0,0.0
F,3178100014,2,지중 관로용 도통 측정기,G01B-011/10,김**,1020200058090,,,,0.0,0.0,0.0,0.0
F,1140300016,1,포토리소그래피 마스크의 에어리얼 이미지 시뮬레이션을 수행하기 위한 방법 및 장치,G03F-007/20,칼 짜이스 에스엠티 게***,1020227032566,,,,0.0,0.0,0.0,0.0
F,1140300016,2,"살아있는 표본의 추적성을 위한 방법, 시스템 및 컴퓨터 프로그램",G06V-010/80,터치레스 아니말 메트릭스 ***,1020227032450,,,,0.0,0.0,0.0,0.0
F,1140300016,3,분산 원장 네트워크 상의 계산들을 동적으로 스케일링하기 위한 시스템 및 방법,H04L-067/10,프리버스 ***,1020227032459,,,,0.0,0.0,0.0,0.0
F,1140300016,4,뇌 활성 증진용 조성물 ,A61K-045/06,넥티움 파마 ***,1020227032190,,,,0.0,0.0,0.0,0.0
F,1140300016,5,휘발성 알코올의 느린 방출을 위한 3케토글리코시드 화합물,C07H-015/18,글리코사이언스 ***,1020227031247,,,,0.0,0.0,0.0,0.0
F,1140300016,6,변형된 뉴클레오티드들을 갖는 닫힌 선형 DNA,C12N-015/10,타이리스 테라뷰틱스 ***,1020227030065,,,,0.0,0.0,0.0,0.0
F,1140300016,7,암 및 암 전이를 치료하기 위한 병용 요법,A61K-039/00,오엔에이 테라퓨틱스 ***,1020227030035,,,,0.0,0.0,0.0,0.0
F,1140300016,8,닫힌 선형 DNA의 제조방법,C12N-015/10,타이리스 테라뷰틱스 ***,1020227030090,,,,0.0,0.0,0.0,0.0
F,1140300016,9,브레이크 장치,F16D-121/04,비알엘 브레이크 솔루션스 ***,1020227029239,,,,0.0,0.0,0.0,0.0
F,1140300016,10,식물 추출물을 포함하는 생물농약 조성물 및 이의 식물위생 용도,A01P-007/04,키미텍 바이오그룹 ***,1020227028849,,,,0.0,0.0,0.0,0.0
G,4428800028,2,무주 지붕형 건축 구조물,E04B-007/08,이*,1020160107480,,,,0.0,0.0,0.0,0.0
F,5892400040,1,랜덤액세스형 메모리 회로 및 메모리 시스템,G11C-013/00,고쿠리츠 다이가꾸 호우진 시즈오까 다***,1020227026466,,,,0.0,0.0,0.0,0.0
F,5892400040,2,입출력신호 간의 전기적 절연장치,H03F-003/08,주식회사 우***,1020220077304,,,,0.0,0.0,0.0,0.0
F,5892400040,3,"가교 고분자 화합물 및 그 제조 방법, 흡수성 물품, 종이 기저귀, 생리용품, 처리 용기 및 처리 방법",C08F-220/06,각고우호우진 가나가와 다***,1020227021449,,,,0.0,0.0,0.0,0.0
F,5892400040,4,전사지,,이**,3020220025141,,,,0.0,0.0,0.0,0.0
F,5892400040,5,방사선 촬상 장치,G01T-001/208,안씬 가부시키***,1020227017599,,,,0.0,0.0,0.0,0.0
F,5892400040,6,신규 퀴노이드형 비티오펜 화합물 및 근적외 흡수 색소,C07F-007/30,코우리츠 다이가꾸 호우진 ***,1020220036920,,,,0.0,0.0,0.0,0.0
F,5892400040,7,호퍼 집진 장치,B65B-069/00,주식회사***,1020220033271,,,,0.0,0.0,0.0,0.0
F,5892400040,8,가방용 벨트 체결 버클,,주식회사 우진프***,3020220010370,,,,0.0,0.0,0.0,0.0
F,5892400040,9,방사선 검출기 및 이를 포함한 방사선 촬상 장치,G01T-001/24,안씬 가부시키***,1020227008795,,,,0.0,0.0,0.0,0.0
F,5892400040,10,펜던트,,우**,3020220009486,,,,0.0,0.0,0.0,0.0
F,6172900041,1,랜덤액세스형 메모리 회로 및 메모리 시스템,G11C-013/00,고쿠리츠 다이가꾸 호우진 시즈오까 다***,1020227026466,,,,0.0,0.0,0.0,0.0
F,6172900041,2,입출력신호 간의 전기적 절연장치,H03F-003/08,주식회사 우***,1020220077304,,,,0.0,0.0,0.0,0.0
F,6172900041,3,"가교 고분자 화합물 및 그 제조 방법, 흡수성 물품, 종이 기저귀, 생리용품, 처리 용기 및 처리 방법",C08F-220/06,각고우호우진 가나가와 다***,1020227021449,,,,0.0,0.0,0.0,0.0
F,6172900041,4,전사지,,이**,3020220025141,,,,0.0,0.0,0.0,0.0
F,6172900041,5,방사선 촬상 장치,G01T-001/208,안씬 가부시키***,1020227017599,,,,0.0,0.0,0.0,0.0
F,6172900041,6,신규 퀴노이드형 비티오펜 화합물 및 근적외 흡수 색소,C07F-007/30,코우리츠 다이가꾸 호우진 ***,1020220036920,,,,0.0,0.0,0.0,0.0
F,6172900041,7,호퍼 집진 장치,B65B-069/00,주식회사***,1020220033271,,,,0.0,0.0,0.0,0.0
F,6172900041,8,가방용 벨트 체결 버클,,주식회사 우진프***,3020220010370,,,,0.0,0.0,0.0,0.0
F,6172900041,9,방사선 검출기 및 이를 포함한 방사선 촬상 장치,G01T-001/24,안씬 가부시키***,1020227008795,,,,0.0,0.0,0.0,0.0
F,6172900041,10,펜던트,,우**,3020220009486,,,,0.0,0.0,0.0,0.0
J,1028600048,2,"수용성 용매 존재하에서 압출을 통한 양극 재료의 제조방법, 상기 방법을 통해 획득된 양극 및 이의 용도",H01M-004/04,블루 솔***,1020127009180,,,,0.0,0.0,0.0,0.0
J,1028600048,3,복수의 에너지 저장 요소 및 개선된 방열 수단을 구비하는 에너지 저장 모듈 및 그 에너지 저장 모듈 조립 방법 ,H01M-002/10,블루 솔***,1020147033480,,,,0.0,0.0,0.0,0.0
J,1028600048,4,"전기 에너지를 저장하기 위한 모듈을 제조하는 방법, 관련 제조 툴 및 제조 방법을 실행하여 얻어진 전기 에너지를 저장하기 위한 모듈 ",H01M-002/10,블루 솔***,1020167002285,,,,0.0,0.0,0.0,0.0
J,1028600048,5,이중층 다중코일 슈퍼커패시터,H01G-009/048,블루 솔***,1020107020970,,,,0.0,0.0,0.0,0.0
J,1028600048,6,전기 에너지를 저장하는 유닛을 제조하는 방법,H01G-002/10,블루 솔***,1020147024877,,,,0.0,0.0,0.0,0.0
J,1028600048,7,탄성적인 전기 절연성 링을 포함하는 에너지 저장 어셈블리,H01G-009/08,블루 솔***,1020147029256,,,,0.0,0.0,0.0,0.0
J,1028600048,8,유기 리튬 배터리,H01M-004/60,블루 솔***,1020177018906,,,,0.0,0.0,0.0,0.0
J,1028600048,9,다수 전극 슈퍼캐패시터,H01G-011/10,블루 솔***,1020107020719,,,,0.0,0.0,0.0,0.0
J,1028600048,10,이온성 알칼리 금속을 포함하는 원통형 하이브리드 수퍼 커패시터의 제조 방법,H01G-011/82,블루 솔***,1020197002766,,,,0.0,0.0,0.0,0.0
G,1351900049,1,컨테이너 선박,B63B-017/04,대우조선해양 주***,1020220118316,,,,0.0,0.0,0.0,0.0
G,1351900049,2,컨테이너 선박,B63H-021/32,대우조선해양 주***,1020220117562,,,,0.0,0.0,0.0,0.0
G,1351900049,3,컨테이너 선박,B63B-015/00,대우조선해양 주***,1020220117567,,,,0.0,0.0,0.0,0.0
G,1351900049,4,무인 수상정 진회수 시스템,B66C-023/00,대우조선해양 주***,1020220057259,,,,0.0,0.0,0.0,0.0
G,1351900049,5,콘크리트구조물의 균열 보수보강 공법,E04G-023/02,주식회사 대우***,1020220040181,,,,0.0,0.0,0.0,0.0
G,1351900049,6,이동식 디지털 방사선 검사 장치,G01N-023/18,대우조선해양 주***,1020220023638,,,,0.0,0.0,0.0,0.0
G,1351900049,7,무기계 급결재와 무시멘트를 이용한 지반차수 및 보강용 친환경 그라우트재 조성물,C09K-017/02,주대우**,1020220019747,,,,0.0,0.0,0.0,0.0
G,1351900049,8,오차보정을 이용한 3차원 회전 갠트리 정밀위치 제어 시스템 및 그 방법,B25J-009/02,주대우**,1020210187154,,,,0.0,0.0,0.0,0.0
G,1351900049,9,유연한 고정케이블과 마감블록을 이용하여 터널모듈을 테더링하는 작업을 포함하는 수중터널 시공방법 및 이에 의해 구축된 수중터널,E21D-011/08,주대우**,1020210175731,,,,0.0,0.0,0.0,0.0
G,1351900049,10,공원등,,주효성**,3020210059137,,,,0.0,0.0,0.0,0.0
J,8048800056,2,"공의 회전을 측정하기 위한 방법, 시스템 및 비일시성의 컴퓨터 판독 가능한 기록 매체",G01P-013/04,주식회사 크리***,1020180130255,,,,0.0,0.0,0.0,0.0
J,8048800056,3,금융자동화기기,,코랄라 어쏘시에이츠 리***,3020120049835,,,,0.0,0.0,0.0,0.0
J,8048800056,4,저장 장치로부터 데이타를 검색하기 위한 방법 및 장치,G11B-020/10,디스커비젼 어소우쉬***,1019990029907,,,,0.0,0.0,0.0,0.0
J,8048800056,5, 성분을 추적하기 위해 듀티 사이클을 사용하여 저장 매체로부터 정보를 검색하기 위한 방법 및 장치,G11B-020/10,디스커비젼 어소우쉬***,1019990029901,,,,0.0,0.0,0.0,0.0
J,8048800056,6,저장 장치로부터 데이타를 검색하기 위한 장치,G11B-020/10,디스커비젼 어소우쉬***,1019990029905,,,,0.0,0.0,0.0,0.0
J,8048800056,7,저장 장치로부터 데이타를 검색하기 위한 방법 및 장치,G11B-020/10,디스커비젼 어소우쉬***,1019990029906,,,,0.0,0.0,0.0,0.0
J,8048800056,8,레이저 드라이버용 제어기를 구비하는 전류 감시 회로를 갖는광 디스크 시스템 및 그 동작 방법,G11B-007/08,디스커비젼 어소우쉬***,1019990020161,,,,0.0,0.0,0.0,0.0
J,8048800056,9,초점을 클로즈하기 위한 쿼드 합 신호의 검출을 포함하는 광 디스크 시스템용 초점 포착 방법,G11B-007/08,디스커비젼 어소우쉬***,1019990020139,,,,0.0,0.0,0.0,0.0
J,8048800056,10,서보 에러 신호를 정규화하고 기준 전압 입력 및 디지탈 출력을 멀티플렉스하기 위한 광 드라이브 시스템용 아날로그 디지탈 변환기 및 조립체,G11B-007/08,디스커비젼 어소우쉬***,1019990020138,,,,0.0,0.0,0.0,0.0
J,2298100063,2,"유동적인 메모리 사용을 기반으로 하는 고속 압축 해제를 위한 장치, 이를 위한 방법 및 이 방법을 수행하기 위한 프로그램이 기록된 컴퓨터 판독 가능한 기록매체",G06F-016/174,주이스트***,1020200060009,,,,0.0,0.0,0.0,0.0
J,2298100063,3,"감염이 의심되는 압축 파일을 처리하기 위한 장치, 이를 위한 방법 및 이 방법을 수행하는 프로그램이 기록된 컴퓨터 판독 가능한 기록매체",G06F-021/56,주이스트***,1020190107319,,,,0.0,0.0,0.0,0.0
J,2298100063,4,행위를 기반으로 한 악성코드 분류시스템 및 분류방법,G06F-021/55,주식회사 이스트시***,1020130008033,,,,0.0,0.0,0.0,0.0
J,2298100063,5,마우스를 이용한 영역 지정 방법 ,G06F-003/033,주이스트***,1020120011840,,,,0.0,0.0,0.0,0.0
J,2298100063,6,"초성, 중성, 종성을 이용한 텍스트 검색 장치 및 방법 ",G06F-017/30,주이스트***,1020120010467,,,,0.0,0.0,0.0,0.0
J,2298100063,7,네트워크 필터 드라이버를 이용한 피싱 사이트 검사방법,H04L-012/56,주이스트***,1020120006053,,,,0.0,0.0,0.0,0.0
J,2298100063,8,클라우드 시스템 및 클라우드 시스템에서 파일 압축 및 전송 방법,G06F-015/16,주이스트***,1020100098579,,,,0.0,0.0,0.0,0.0
J,2298100063,9,컴퓨터 백신 데이터베이스 자동 검증시스템 및 검증방법,G06F-019/00,주이스트***,1020100034328,,,,0.0,0.0,0.0,0.0
J,2298100063,10,상위 호환성 보장형 압축 및 복원 방법 및 장치,G06F-009/06,주이스트***,1020090089075,,,,0.0,0.0,0.0,0.0
J,1068100064,2,입체 조립 완구,,주식회사 제페토로***,3020200057559,,,,0.0,0.0,0.0,0.0
F,6058600065,2,"채팅 서비스 제공 단말, 시스템 및 이를 이용한 채팅 서비스 방법이 구현된 프로그램이 저장된 컴퓨터로 판독 가능한 기록매체",H04M-001/725,세종텔레콤 주***,1020170035392,"채팅 서비스 제공 단말, 시스템 및 이를 이용한 채팅 서비스 방법이 구현된 프로그램이 저장된 컴퓨터로 판독 가능한 기록매체",20170321.0,H04M1/72403,0.0,0.0,2.0,14.0
J,5021400066,1,고정력을 향상시킨 조립식 수납함,A47B-087/00,주식회사 제이에***,1020210034359,,,,0.0,0.0,0.0,0.0
J,5021400066,2,벽걸이 및 스탠드용 공기청정기,,주식회사 제이에***,3020200050782,,,,0.0,0.0,0.0,0.0
J,5021400066,3,양방향 제어기,,제이에스***,3020200046748,,,,0.0,0.0,0.0,0.0
J,5021400066,4,금속 증착 방법,C23C-014/50,주식회사 제이에***,1020200122805,,,,0.0,0.0,0.0,0.0
J,5021400066,5,균일성이 개선된 금속 증착 방법,C23C-014/52,주식회사 제이에***,1020200122815,,,,0.0,0.0,0.0,0.0
J,5021400066,6,내측면의 자체적인 복원력을 가지는 접이식 폴딩박스,B65D-021/08,주식회사 제이에***,1020200094373,,,,0.0,0.0,0.0,0.0
J,5021400066,7,쿠션감을 갖는 접이식 의자,A47C-004/28,주식회사 제이에***,1020200094350,,,,0.0,0.0,0.0,0.0
J,5021400066,8,카본이 인쇄된 발열수단을 구비한 전기차용 워터 히터장치 ,B60H-001/22,주제이에***,1020190042792,,,,0.0,0.0,0.0,0.0
J,5021400066,9,가로등유니트,,제이에스***,3020180059566,,,,0.0,0.0,0.0,0.0
J,5021400066,10,보안등 점멸기,,제이에스***,3020180059182,,,,0.0,0.0,0.0,0.0
G,1280700069,1,케이블 새그 조절수단이 구비되는 활강스포츠 시설물,A63G-021/02,주식회사 지***,1020220063275,,,,0.0,0.0,0.0,0.0
G,1280700069,2,휠을 갖는 놀이기구용 레일,,주신흥***,3020220018712,,,,0.0,0.0,0.0,0.0
G,1280700069,3,휠을 갖는 놀이기구용 레일,,주신흥***,3020220018715,,,,0.0,0.0,0.0,0.0
G,1280700069,4,휠을 갖는 놀이기구용 레일,,주신흥***,3020220018713,,,,0.0,0.0,0.0,0.0
G,1280700069,5,악취저감 기능이 구비된 돈사,A01K-001/00,유한회사 코리아베스***,1020220024781,,,,0.0,0.0,0.0,0.0
G,1280700069,6,모험시설 운용을 위한 주행경로 시스템,B61B-007/06,주신흥***,1020220016719,,,,0.0,0.0,0.0,0.0
G,1280700069,7,여닫이 문 모서리 안전장치,E06B-007/36,주식회사 신흥***,1020220015238,,,,0.0,0.0,0.0,0.0
G,1280700069,8,케이블 장력조절장치,B61B-007/00,주신흥***,1020210185630,,,,0.0,0.0,0.0,0.0
G,1280700069,9,구조활동 및 유지관리에 최적화된 익사이팅 모험시설용 주행경로 설치구조,B61B-012/00,주신흥***,1020210184952,,,,0.0,0.0,0.0,0.0
G,1280700069,10,활강 놀이기구 출도착 자동연동 브레이크 시스템,B61B-012/02,주신흥***,1020210164256,,,,0.0,0.0,0.0,0.0
J,1108100070,2,만화컨텐츠의 다국어 자동편집 방법,G06Q-050/10,주식회사 위두커뮤니케***,1020150099606,,,,0.0,0.0,0.0,0.0
J,1108100070,3,전자서적과 게임의 연동을 지원하는 에듀테인먼트 시스템,A63F-013/00,주식회사 위두커뮤니케***,1020130039089,,,,0.0,0.0,0.0,0.0
J,1108100070,4,전자서적과 연동되는 게임의 제공 장치,A63F-013/00,주식회사 위두커뮤니케***,1020130039090,,,,0.0,0.0,0.0,0.0
G,1212000071,1,포장용 상자,,주식회사 한마음***,3020210058317,,,,0.0,0.0,0.0,0.0
G,1212000071,2,포장지,,이안한마음영농조***,3020210048808,,,,0.0,0.0,0.0,0.0
G,1212000071,3,누설 전류의 고조파 특성을 고려한 3상 감전 보호 장치 및 이를 포함한 배전반,G01R-031/52,사단법인 한마음장애인***,1020210004252,,,,0.0,0.0,0.0,0.0
G,1212000071,4,"선박용 복합온도감지,수위감지,침수감지,연기감지,통신신호 알람 장치 및 감지된 정보를 저장하는 장치 및 그 정보를 블루투스 기능을 이용하여 휴대폰에 나타내는 장치",G08B-005/22,주식회사 한마***,1020200169962,,,,0.0,0.0,0.0,0.0
G,1212000071,5,포장지,,사단법인 한마음장애인***,3020190018996,,,,0.0,0.0,0.0,0.0
G,1212000071,6,포장지,,사단법인 한마음장애인***,3020190018993,,,,0.0,0.0,0.0,0.0
G,1212000071,7,포장용 상자,,사단법인 한마음장애인***,3020190018994,,,,0.0,0.0,0.0,0.0
G,1212000071,8,포장지,,사단법인 한마음장애인***,3020190018992,,,,0.0,0.0,0.0,0.0
G,1212000071,9,포장지,,사단법인 한마음장애인***,3020190018995,,,,0.0,0.0,0.0,0.0
G,1212000071,10,치과 임플란트의 픽스츄어 추출 보조기구,A61C-008/00,주식회사 ***,1020190008237,,,,0.0,0.0,0.0,0.0
F,4022000075,1,랜덤액세스형 메모리 회로 및 메모리 시스템,G11C-013/00,고쿠리츠 다이가꾸 호우진 시즈오까 다***,1020227026466,,,,0.0,0.0,0.0,0.0
F,4022000075,2,입출력신호 간의 전기적 절연장치,H03F-003/08,주식회사 우***,1020220077304,,,,0.0,0.0,0.0,0.0
F,4022000075,3,"가교 고분자 화합물 및 그 제조 방법, 흡수성 물품, 종이 기저귀, 생리용품, 처리 용기 및 처리 방법",C08F-220/06,각고우호우진 가나가와 다***,1020227021449,,,,0.0,0.0,0.0,0.0
F,4022000075,4,전사지,,이**,3020220025141,,,,0.0,0.0,0.0,0.0
F,4022000075,5,방사선 촬상 장치,G01T-001/208,안씬 가부시키***,1020227017599,,,,0.0,0.0,0.0,0.0
